account length,area code,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn,total_call_minutes,total_charges,call_intensity,call_minutes_category,state_encoded
111,415,no,no,0,132.6,125,22.54,221.1,67,18.79,127.9,101,5.76,12.7,2,3.43,4,True,481.6,50.519999999999996,1.6436860068259387,Low,62
125,415,no,no,0,182.3,64,30.99,139.8,121,11.88,171.6,96,7.72,11.6,7,3.13,2,False,493.70000000000005,53.72,1.7569395017793596,Low,68
115,510,no,yes,14,192.3,86,32.69,88.7,90,7.54,229.4,120,10.32,10.5,3,2.84,2,False,510.4,53.39,1.7243243243243243,Low,80
115,510,yes,no,0,122.0,110,20.74,220.2,100,18.72,179.7,124,8.09,10.8,2,2.92,2,True,521.9,50.47,1.562574850299401,Medium,84
114,408,no,no,0,193.0,101,32.81,250.0,81,21.25,133.3,79,6.0,9.6,2,2.59,2,False,576.3,62.650000000000006,2.208045977011494,Medium,68
106,415,no,no,0,158.6,112,26.96,220.0,114,18.7,252.9,106,11.38,9.1,3,2.46,0,False,631.5,59.5,1.9021084337349397,High,78
118,415,no,yes,39,91.5,125,15.56,219.9,113,18.69,229.0,99,10.31,12.7,8,3.43,2,False,540.4,47.99,1.603560830860534,Medium,62
59,510,no,no,0,153.6,92,26.11,205.5,88,17.47,114.5,89,5.15,12.5,10,3.38,1,False,473.6,52.11,1.7605947955390335,Low,66
87,415,yes,yes,40,221.6,79,37.67,157.1,74,13.35,222.4,124,10.01,11.5,3,3.11,1,False,601.1,64.14,2.1700361010830327,High,62
21,415,no,no,0,244.7,81,41.6,168.0,117,14.28,281.5,87,12.67,6.6,1,1.78,1,False,694.2,70.33,2.4357894736842107,Very High,83
142,408,no,yes,24,239.8,103,40.77,285.9,65,24.3,256.7,106,11.55,9.5,4,2.57,0,False,782.4000000000001,79.19,2.855474452554745,Very High,78
62,415,no,no,0,172.4,132,29.31,230.5,100,19.59,228.2,109,10.27,11.0,5,2.97,0,False,631.0999999999999,62.14,1.8507331378299117,High,77
149,415,no,no,0,242.5,83,41.23,245.4,97,20.86,219.6,80,9.88,10.0,3,2.7,3,True,707.5,74.67,2.7211538461538463,Very High,78
54,510,no,yes,39,117.6,82,19.99,159.2,60,13.53,236.4,113,10.64,11.3,10,3.05,2,False,513.1999999999999,47.209999999999994,2.012549019607843,Low,66
112,510,no,no,0,174.5,127,29.67,259.3,71,22.04,170.5,120,7.67,11.3,7,3.05,1,False,604.3,62.43,1.9003144654088049,High,51
68,510,no,no,0,157.3,83,26.74,220.9,85,18.78,218.9,129,9.85,12.0,7,3.24,1,False,597.1,58.61,2.0104377104377105,High,80
201,415,no,yes,21,192.0,97,32.64,239.1,81,20.32,116.1,125,5.22,15.1,3,4.08,1,False,547.2,62.26,1.805940594059406,Medium,72
88,510,no,no,0,218.2,76,37.09,169.3,60,14.39,141.1,99,6.35,8.0,1,2.16,1,False,528.6,59.99000000000001,2.2493617021276595,Medium,45
85,415,no,yes,29,144.6,97,24.58,140.0,102,11.9,165.4,148,7.44,10.9,3,2.94,1,False,450.0,46.85999999999999,1.2968299711815563,Low,58
51,415,yes,no,0,153.6,108,26.11,232.9,85,19.8,214.2,92,9.64,14.1,4,3.81,0,True,600.7,59.36,2.1077192982456143,High,61
45,510,no,yes,29,135.8,104,23.09,222.5,101,18.91,235.6,92,10.6,7.9,6,2.13,2,False,593.9,54.730000000000004,1.9996632996632995,High,63
116,510,no,no,0,160.7,69,27.32,146.8,106,12.48,287.8,144,12.95,8.2,5,2.21,0,False,595.3,54.96,1.866144200626959,High,55
146,408,no,yes,31,202.5,91,34.43,241.4,108,20.52,169.6,77,7.63,7.8,2,2.11,1,False,613.5,64.69000000000001,2.222826086956522,High,78
63,510,no,yes,34,152.2,119,25.87,227.1,91,19.3,195.7,103,8.81,12.3,5,3.32,1,False,575.0,57.300000000000004,1.8370607028753994,Medium,78
133,510,no,no,0,227.4,90,38.66,73.2,135,6.22,114.3,99,5.14,4.7,7,1.27,0,False,414.90000000000003,51.29,1.2805555555555557,Low,54
125,408,no,no,0,191.6,115,32.57,205.6,108,17.48,210.2,123,9.46,9.2,3,2.48,2,False,607.4,61.989999999999995,1.7554913294797687,High,59
72,510,no,no,0,138.9,111,23.61,211.6,102,17.99,179.5,91,8.08,10.8,3,2.92,1,False,530.0,52.599999999999994,1.743421052631579,Medium,78
130,408,no,no,0,127.0,102,21.59,206.9,107,17.59,231.7,99,10.43,6.1,6,1.65,0,False,565.5999999999999,51.26,1.836363636363636,Medium,53
97,415,no,no,0,168.6,87,28.66,259.2,105,22.03,279.8,123,12.59,7.3,4,1.97,1,False,707.5999999999999,65.25,2.246349206349206,Very High,60
54,415,no,no,0,286.6,73,48.72,223.2,108,18.97,203.7,107,9.17,11.5,5,3.11,1,True,713.5,79.97,2.4774305555555554,Very High,83
160,415,no,yes,29,164.6,121,27.98,262.8,108,22.34,123.8,131,5.57,15.2,4,4.1,1,False,551.1999999999999,59.99,1.5311111111111109,Medium,54
79,415,no,no,0,144.0,90,24.48,135.8,91,11.54,212.4,129,9.56,13.0,4,3.51,1,False,492.20000000000005,49.089999999999996,1.587741935483871,Low,72
92,415,no,yes,47,141.6,95,24.07,207.9,130,17.67,203.6,95,9.16,10.2,11,2.75,0,False,553.1,53.650000000000006,1.7284375,Medium,106
59,415,no,no,0,204.3,65,34.73,247.3,123,21.02,214.7,94,9.66,12.0,4,3.24,1,False,666.3,68.64999999999999,2.3627659574468085,Very High,73
132,510,no,no,0,163.2,80,27.74,167.6,90,14.25,87.5,90,3.94,6.2,10,1.67,1,False,418.29999999999995,47.599999999999994,1.6088461538461536,Low,62
21,510,no,no,0,225.0,110,38.25,244.2,111,20.76,221.2,93,9.95,10.7,4,2.89,0,False,690.4,71.85000000000001,2.1987261146496815,Very High,61
93,415,no,no,0,176.1,103,29.94,199.7,130,16.97,263.9,96,11.88,8.5,6,2.3,2,False,639.6999999999999,61.089999999999996,1.9443768996960484,High,60
147,415,no,yes,36,254.2,78,43.21,228.1,105,19.39,98.0,125,4.41,13.8,7,3.73,5,False,580.3,70.74000000000001,1.884090909090909,Medium,68
101,510,no,no,0,174.9,105,29.73,262.0,75,22.27,210.0,93,9.45,8.5,5,2.3,1,False,646.9,63.75,2.3695970695970696,Very High,52
125,415,yes,no,0,187.3,118,31.84,160.7,111,13.66,263.8,112,11.87,9.6,2,2.59,0,True,611.8,59.959999999999994,1.7941348973607036,High,74
63,415,no,no,0,211.8,84,36.01,230.9,137,19.63,217.1,99,9.77,10.7,9,2.89,3,False,659.8000000000001,68.3,2.061875,Very High,66
107,415,no,no,0,241.9,102,41.12,126.9,117,10.79,185.6,92,8.35,11.7,6,3.16,0,False,554.4,63.42,1.782636655948553,Medium,70
110,408,no,no,0,196.1,103,33.34,199.7,123,16.97,135.9,71,6.12,12.9,1,3.48,3,False,531.6999999999999,59.91,1.79023569023569,Medium,62
83,415,no,no,0,231.3,100,39.32,210.4,84,17.88,217.4,106,9.78,12.4,2,3.35,3,False,659.1,70.33,2.2727586206896553,Very High,56
117,408,no,no,0,161.6,104,27.47,196.3,119,16.69,294.8,111,13.27,13.8,2,3.73,1,False,652.7,61.15999999999999,1.9541916167664672,Very High,84
124,415,no,no,0,194.0,103,32.98,241.0,116,20.49,227.5,153,10.24,11.9,5,3.21,0,False,662.5,66.92,1.7809139784946237,Very High,59
115,510,no,no,0,109.7,148,18.65,223.8,87,19.02,240.3,96,10.81,15.4,8,4.16,3,False,573.8,52.64,1.7335347432024169,Medium,56
156,408,yes,no,0,277.0,119,47.09,238.3,106,20.26,94.4,96,4.25,8.3,3,2.24,1,False,609.6999999999999,73.84,1.8993769470404982,High,66
89,408,no,no,0,192.1,83,32.66,163.6,88,13.91,169.7,138,7.64,6.1,3,1.65,0,False,525.4,55.85999999999999,1.7003236245954692,Medium,59
72,415,no,no,0,198.4,147,33.73,216.9,121,18.44,112.8,125,5.08,13.1,4,3.54,0,False,528.1,60.79,1.3437659033078881,Medium,59
101,415,no,yes,42,209.2,82,35.56,159.7,74,13.57,181.6,100,8.17,9.5,3,2.57,0,False,550.5,59.870000000000005,2.150390625,Medium,71
53,415,no,no,0,184.8,98,31.42,216.4,125,18.39,141.1,116,6.35,18.4,3,4.97,2,False,542.3000000000001,61.13,1.5997050147492626,Medium,78
116,408,no,no,0,167.8,119,28.53,142.0,123,12.07,190.7,128,8.58,7.3,4,1.97,2,False,500.5,51.15,1.3527027027027028,Low,60
78,408,no,no,0,139.2,140,23.66,191.4,113,16.27,286.5,125,12.89,11.8,3,3.19,3,False,617.1,56.01,1.6325396825396825,High,61
117,415,no,yes,17,221.3,82,37.62,167.6,100,14.25,262.7,87,11.82,4.4,4,1.19,0,False,651.5999999999999,64.88,2.4223048327137544,Very High,78
56,510,no,no,0,121.6,84,20.67,165.3,115,14.05,243.9,95,10.98,8.9,2,2.4,1,False,530.8,48.1,1.805442176870748,Medium,61
123,408,no,yes,39,270.4,99,45.97,245.1,110,20.83,108.9,113,4.9,15.4,7,4.16,1,False,624.4,75.86,1.9391304347826086,High,78
127,408,no,no,0,139.6,94,23.73,240.9,112,20.48,127.1,88,5.72,8.8,4,2.38,2,False,507.6,52.31,1.726530612244898,Low,78
116,415,no,yes,23,253.0,78,43.01,138.9,121,11.81,277.8,104,12.5,11.8,3,3.19,2,False,669.7,70.50999999999999,2.2102310231023106,Very High,55
138,510,no,yes,26,183.9,83,31.26,240.7,93,20.46,185.7,125,8.36,15.0,3,4.05,1,False,610.3,64.13,2.027574750830565,High,70
120,415,no,no,0,203.3,108,34.56,259.9,66,22.09,115.9,103,5.22,7.8,2,2.11,3,False,579.1,63.980000000000004,2.0906137184115523,Medium,72
102,408,no,no,0,200.6,106,34.1,152.5,127,12.96,199.4,128,8.97,7.7,2,2.08,3,False,552.5,58.11,1.5304709141274238,Medium,78
95,415,no,no,0,167.6,96,28.49,176.0,89,14.96,250.9,113,11.29,13.4,6,3.62,2,False,594.5,58.36,1.99496644295302,High,78
102,408,no,no,0,156.5,67,26.61,204.3,103,17.37,141.9,72,6.39,9.9,2,2.67,2,False,502.70000000000005,53.040000000000006,2.0772727272727276,Low,77
89,415,no,yes,25,215.1,140,36.57,197.4,69,16.78,162.1,117,7.29,10.6,10,2.86,1,False,574.6,63.5,1.7625766871165645,Medium,55
50,408,no,no,0,301.7,82,51.29,167.1,118,14.2,72.2,89,3.25,10.5,6,2.84,1,False,541.0,71.58,1.8719723183391004,Medium,74
93,415,no,yes,42,152.3,90,25.89,267.5,102,22.74,266.9,130,12.01,11.3,5,3.05,7,False,686.7,63.68999999999999,2.132608695652174,Very High,78
68,510,no,no,0,195.4,116,33.22,212.1,101,18.03,138.4,134,6.23,15.1,11,4.08,1,False,545.9,61.56,1.5552706552706552,Medium,77
70,408,no,no,0,208.7,97,35.48,275.5,83,23.42,182.5,122,8.21,8.0,3,2.16,2,False,666.7,69.27,2.2076158940397352,Very High,58
138,415,no,yes,29,190.1,87,32.32,223.2,123,18.97,256.2,130,11.53,14.2,6,3.83,0,False,669.5,66.65,1.9691176470588236,Very High,63
141,415,no,yes,37,185.4,87,31.52,178.5,128,15.17,218.3,107,9.82,8.0,3,2.16,4,False,582.2,58.67,1.8080745341614908,Medium,54
112,415,no,yes,17,183.2,95,31.14,252.8,125,21.49,156.7,95,7.05,9.7,3,2.62,0,False,592.7,62.29999999999999,1.8815873015873017,High,65
117,510,yes,no,0,54.2,100,9.21,303.2,84,25.77,171.8,84,7.73,8.6,2,2.32,1,True,529.2,45.03000000000001,1.974626865671642,Medium,56
1,408,no,yes,26,208.0,115,35.36,185.0,113,15.73,177.7,144,8.0,8.1,9,2.19,1,False,570.7,61.28,1.5341397849462366,Medium,44
70,415,no,no,0,230.3,110,39.15,77.9,87,6.62,247.1,105,11.12,13.2,4,3.56,1,False,555.3000000000001,60.449999999999996,1.838741721854305,Medium,80
87,510,no,yes,22,240.8,102,40.94,75.9,106,6.45,224.6,115,10.11,7.1,3,1.92,2,False,541.3000000000001,59.42,1.6758513931888548,Medium,78
52,510,no,yes,21,195.7,119,33.27,106.2,95,9.03,157.4,94,7.08,5.3,3,1.43,2,False,459.29999999999995,50.81,1.491233766233766,Low,106
97,408,no,no,0,276.1,82,46.94,201.1,106,17.09,231.3,73,10.41,8.9,4,2.4,0,True,708.5,76.84,2.71455938697318,Very High,66
105,408,no,no,0,166.1,93,28.24,175.9,106,14.95,243.5,55,10.96,16.2,3,4.37,2,False,585.5,58.519999999999996,2.3051181102362204,High,66
77,510,no,yes,28,135.9,117,23.1,244.5,102,20.78,207.5,74,9.34,11.5,3,3.11,4,True,587.9,56.33,2.006484641638225,High,60
80,415,yes,no,0,189.1,122,32.15,223.2,92,18.97,269.0,116,12.11,13.9,3,3.75,2,True,681.3,66.97999999999999,2.0645454545454545,Very High,68
120,510,no,yes,43,177.9,117,30.24,175.1,70,14.88,161.3,117,7.26,11.5,4,3.11,1,False,514.3,55.489999999999995,1.6917763157894736,Low,56
54,408,no,yes,39,143.9,73,24.46,210.3,117,17.88,129.2,117,5.81,12.5,8,3.38,2,False,483.40000000000003,51.53000000000001,1.5745928338762216,Low,77
148,510,yes,no,0,148.2,138,25.19,159.6,123,13.57,197.4,62,8.88,8.6,3,2.32,2,False,505.19999999999993,49.96000000000001,1.5640866873065014,Low,63
119,408,no,no,0,287.1,115,48.81,159.3,99,13.54,216.8,86,9.76,13.9,1,3.75,2,True,663.2,75.86,2.210666666666667,Very High,45
162,408,no,yes,26,179.7,144,30.55,218.1,129,18.54,212.3,105,9.55,9.3,8,2.51,1,True,610.0999999999999,61.15,1.6140211640211637,High,68
85,510,no,no,0,165.8,96,28.19,190.0,141,16.15,144.0,116,6.48,10.9,3,2.94,5,True,499.8,53.760000000000005,1.4158640226628896,Low,63
101,510,no,yes,25,144.1,144,24.5,167.6,105,14.25,240.0,107,10.8,14.5,3,3.92,1,False,551.7,53.47,1.5497191011235956,Medium,70
172,415,no,no,0,172.5,85,29.33,253.1,71,21.51,221.6,113,9.97,5.9,6,1.59,0,False,647.2,62.400000000000006,2.4059479553903347,Very High,59
80,415,no,no,0,199.8,138,33.97,167.1,91,14.2,271.8,94,12.23,5.5,4,1.49,1,False,638.7,61.89000000000001,1.9773993808049537,High,61
67,510,no,no,0,109.1,134,18.55,142.3,76,12.1,91.2,86,4.1,10.9,5,2.94,2,False,342.6,37.69,1.1574324324324325,Low,78
86,408,no,no,0,171.8,106,29.21,301.7,44,25.64,139.4,108,6.27,9.7,5,2.62,1,False,612.9,63.74,2.375581395348837,High,66
107,415,no,no,0,222.3,101,37.79,286.0,111,24.31,249.4,117,11.22,12.1,4,3.27,1,True,757.7,76.58999999999999,2.303039513677812,Very High,62
133,510,no,no,0,245.8,102,41.79,264.7,90,22.5,111.7,103,5.03,11.2,7,3.02,0,False,622.2,72.33999999999999,2.1091525423728816,High,61
116,510,no,no,0,164.6,110,27.98,270.6,103,23.0,230.4,109,10.37,8.0,3,2.16,0,False,665.6,63.510000000000005,2.067080745341615,Very High,58
63,408,no,no,0,211.7,107,35.99,271.7,77,23.09,203.3,108,9.15,7.4,7,2.0,0,False,686.7,70.23,2.3517123287671233,Very High,66
119,408,yes,yes,16,147.2,103,25.02,160.1,96,13.61,184.0,120,8.28,7.7,2,2.08,0,True,491.29999999999995,48.989999999999995,1.5401253918495297,Low,65
133,408,yes,no,0,254.7,103,43.3,252.2,80,21.44,178.1,103,8.01,8.0,3,2.16,0,True,685.0,74.91,2.395104895104895,Very High,78
94,408,yes,no,0,170.1,113,28.92,271.8,94,23.1,110.7,78,4.98,8.7,4,2.35,1,False,552.6,59.35,1.9389473684210528,Medium,53
69,510,no,no,0,195.1,91,33.17,261.5,57,22.23,203.8,90,9.17,11.4,5,3.08,0,False,660.4000000000001,67.65,2.774789915966387,Very High,65
146,408,no,no,0,149.3,83,25.38,187.1,130,15.9,149.8,100,6.74,7.9,4,2.13,7,True,486.2,50.150000000000006,1.5533546325878593,Low,73
119,510,no,no,0,81.9,75,13.92,253.8,114,21.57,213.1,125,9.59,8.9,1,2.4,2,True,548.8000000000001,47.48,1.747770700636943,Medium,72
142,408,yes,yes,25,191.1,109,32.49,149.6,120,12.72,227.8,60,10.25,9.8,3,2.65,0,False,568.5,58.11,1.967128027681661,Medium,56
123,408,no,no,0,206.9,115,35.17,224.4,86,19.07,197.4,60,8.88,8.3,2,2.24,3,False,628.7,65.36,2.408812260536399,High,70
101,408,no,no,0,239.0,156,40.63,273.0,106,23.21,278.2,93,12.52,13.5,8,3.65,1,True,790.2,80.01,2.2259154929577467,Very High,65
43,415,no,no,0,179.3,97,30.48,252.7,126,21.48,227.5,114,10.24,8.0,5,2.16,0,False,659.5,64.36,1.956973293768546,Very High,64
69,408,no,no,0,185.3,91,31.5,219.1,88,18.62,243.6,107,10.96,5.5,5,1.49,0,False,648.0,62.57000000000001,2.265734265734266,Very High,71
15,510,yes,no,0,141.4,80,24.04,123.9,76,10.53,323.5,88,14.56,8.1,3,2.19,2,False,588.8,51.32,2.4131147540983604,High,83
107,510,no,yes,25,248.6,91,42.26,119.3,115,10.14,194.3,83,8.74,12.0,1,3.24,1,False,562.2,64.38,1.9453287197231834,Medium,78
67,510,no,no,0,152.5,131,25.93,252.4,107,21.45,185.4,104,8.34,4.9,3,1.32,2,False,590.3,57.04,1.7260233918128653,High,106
99,415,no,no,0,145.6,102,24.75,230.9,87,19.63,181.5,86,8.17,11.4,7,3.08,1,False,558.0,55.629999999999995,2.0290909090909093,Medium,83
46,415,no,no,0,164.2,116,27.91,196.2,153,16.68,236.1,119,10.62,8.1,1,2.19,1,False,596.5,57.4,1.5373711340206186,High,61
55,408,yes,no,0,221.0,115,37.57,165.4,97,14.06,235.4,117,10.59,9.7,4,2.62,1,False,621.8,64.84,1.8899696048632217,High,68
39,415,no,no,0,295.4,126,50.22,232.1,117,19.73,204.4,123,9.2,11.5,2,3.11,1,True,731.9,82.26,1.999726775956284,Very High,59
92,510,no,no,0,139.8,98,23.77,174.9,143,14.87,201.6,135,9.07,9.4,7,2.54,2,False,516.3000000000001,50.25,1.3731382978723405,Low,72
56,415,no,no,0,162.3,99,27.59,149.1,78,12.67,255.5,115,11.5,14.8,1,4.0,4,True,566.9,55.76,1.9414383561643835,Medium,74
76,415,no,no,0,272.7,97,46.36,236.4,95,20.09,235.5,105,10.6,7.7,2,2.08,0,True,744.6,79.13,2.507070707070707,Very High,61
132,408,yes,yes,33,200.3,75,34.05,226.6,67,19.26,198.8,91,8.95,12.9,3,3.48,2,False,625.7,65.74000000000001,2.6854077253218884,High,53
140,510,no,yes,28,157.1,77,26.71,172.4,97,14.65,184.5,94,8.3,11.1,9,3.0,1,False,514.0,52.66,1.9179104477611941,Low,60
51,510,yes,yes,12,135.8,60,23.09,200.6,134,17.05,192.4,98,8.66,12.3,7,3.32,2,False,528.8,52.12,1.8109589041095888,Medium,52
27,408,no,no,0,236.7,110,40.24,231.9,92,19.71,164.7,85,7.41,12.7,6,3.43,1,False,633.3,70.79,2.2066202090592335,High,60
224,510,no,no,0,111.4,133,18.94,175.0,66,14.88,217.2,106,9.77,5.5,6,1.49,3,False,503.59999999999997,45.080000000000005,1.6511475409836065,Low,73
105,510,yes,yes,28,156.1,89,26.54,107.1,114,9.1,167.7,95,7.55,14.7,3,3.97,0,True,430.9,47.16,1.4459731543624161,Low,61
117,408,no,no,0,191.1,93,32.49,282.8,56,24.04,84.8,118,3.82,12.0,4,3.24,2,False,558.6999999999999,63.59,2.0925093632958798,Medium,66
91,415,no,no,0,153.0,123,26.01,141.1,127,11.99,171.5,76,7.72,10.3,15,2.78,1,True,465.6,48.5,1.4282208588957055,Low,60
135,415,no,no,0,218.8,123,37.2,242.8,64,20.64,85.8,80,3.86,10.3,3,2.78,4,False,547.4,64.48,2.050187265917603,Medium,78
146,415,no,no,0,205.4,101,34.92,134.9,77,11.47,310.5,83,13.97,10.3,2,2.78,3,False,650.8,63.14,2.493486590038314,Very High,77
147,415,yes,no,0,225.2,111,38.28,184.9,98,15.72,143.2,146,6.44,9.9,1,2.67,0,True,553.3,63.11,1.5585915492957745,Medium,78
68,510,no,no,0,249.9,127,42.48,254.5,118,21.63,273.2,98,12.29,8.9,6,2.4,2,True,777.5999999999999,78.80000000000001,2.2670553935860056,Very High,71
68,408,no,no,0,131.6,89,22.37,137.0,109,11.65,256.3,107,11.53,10.2,5,2.75,3,False,524.9000000000001,48.300000000000004,1.7209836065573774,Medium,62
86,408,no,yes,21,197.9,99,33.64,165.6,100,14.08,208.0,120,9.36,10.1,9,2.73,0,False,571.5,59.809999999999995,1.79153605015674,Medium,53
131,415,no,no,0,166.5,129,28.31,210.2,107,17.87,257.2,93,11.57,9.9,5,2.67,1,False,633.9,60.42,1.9267477203647416,High,59
86,415,no,yes,29,225.4,79,38.32,187.1,112,15.9,281.1,112,12.65,12.9,3,3.48,1,False,693.6,70.35000000000001,2.2891089108910894,Very High,78
159,415,no,no,0,275.8,103,46.89,189.5,108,16.11,223.9,93,10.08,7.4,5,2.0,2,True,689.2,75.08,2.267105263157895,Very High,73
134,415,no,yes,40,142.9,105,24.29,88.6,61,7.53,290.0,96,13.05,10.8,6,2.92,1,False,521.5,47.790000000000006,1.9904580152671756,Medium,64
113,510,no,no,0,207.2,113,35.22,256.0,80,21.76,211.0,87,9.49,9.9,1,2.67,1,False,674.2,69.14,2.407857142857143,Very High,73
132,408,no,no,0,206.2,100,35.05,211.2,118,17.95,196.2,122,8.83,10.2,6,2.75,1,False,613.5999999999999,64.58,1.804705882352941,High,63
85,415,no,no,0,210.3,66,35.75,195.8,76,16.64,221.6,82,9.97,11.2,7,3.02,1,False,627.7,65.38,2.802232142857143,High,80
93,510,yes,yes,38,225.7,117,38.37,119.6,122,10.17,193.2,125,8.69,14.0,7,3.78,1,True,538.5,61.01,1.4793956043956045,Medium,68
174,408,no,yes,33,167.8,91,28.53,205.3,91,17.45,130.0,132,5.85,14.5,4,3.92,4,True,503.1,55.75000000000001,1.6022292993630574,Low,66
61,415,no,no,0,197.7,118,33.61,152.2,96,12.94,221.0,93,9.95,7.0,3,1.89,2,False,570.9,58.39,1.8596091205211727,Medium,83
91,415,no,yes,39,169.8,105,28.87,65.2,116,5.54,144.4,92,6.5,10.9,4,2.94,1,False,379.4,43.85,1.2121405750798722,Low,54
88,408,no,yes,28,190.6,104,32.4,237.3,105,20.17,211.6,116,9.52,9.8,1,2.65,2,False,639.5,64.74000000000001,1.9676923076923076,High,61
88,408,no,yes,45,80.3,140,13.65,153.3,101,13.03,309.2,123,13.91,12.8,3,3.46,2,False,542.8,44.050000000000004,1.491208791208791,Medium,65
195,415,no,yes,36,231.7,110,39.39,225.1,88,19.13,201.7,89,9.08,12.1,2,3.27,0,False,658.5,70.86999999999999,2.294425087108014,Very High,73
182,415,no,no,0,69.1,114,11.75,230.3,109,19.58,256.7,96,11.55,6.5,4,1.76,0,False,556.0999999999999,44.63999999999999,1.743260188087774,Medium,62
118,408,no,no,0,188.8,60,32.1,217.4,64,18.48,220.1,100,9.9,8.2,7,2.21,4,False,626.3000000000001,62.69,2.795982142857143,High,66
103,408,no,no,0,150.6,125,25.6,169.1,126,14.37,221.2,104,9.95,10.4,8,2.81,8,True,540.9,52.730000000000004,1.5236619718309858,Medium,56
65,510,no,no,0,192.0,89,32.64,139.5,88,11.86,187.4,102,8.43,5.5,4,1.49,2,False,518.9,54.42,1.8598566308243727,Low,58
61,408,no,yes,25,163.7,78,27.83,113.2,112,9.62,134.1,118,6.03,9.9,3,2.67,3,False,411.0,46.15,1.3344155844155845,Low,72
172,415,no,no,0,211.7,100,35.99,198.7,101,16.89,301.7,136,13.58,6.5,9,1.76,1,False,712.0999999999999,68.22000000000001,2.113056379821958,Very High,106
72,415,no,no,0,175.5,103,29.84,132.3,120,11.25,242.9,96,10.93,11.8,3,3.19,1,False,550.7,55.21,1.726332288401254,Medium,68
113,510,no,no,0,150.1,120,25.52,200.1,85,17.01,266.7,105,12.0,11.0,3,2.97,2,False,616.9,57.5,1.99,High,62
177,408,no,no,0,189.5,99,32.22,176.3,117,14.99,225.9,112,10.17,14.2,2,3.83,1,False,591.7,61.21,1.8039634146341466,High,62
100,408,no,no,0,70.8,94,12.04,215.6,102,18.33,230.8,125,10.39,9.5,1,2.57,6,True,517.2,43.33,1.6112149532710283,Low,66
67,415,no,no,0,215.5,102,36.64,190.7,95,16.21,214.5,106,9.65,8.6,6,2.32,1,False,620.7,64.82,2.0485148514851486,High,62
136,415,no,no,0,101.7,105,17.29,202.8,99,17.24,136.2,119,6.13,9.4,6,2.54,3,False,440.7,43.2,1.3643962848297213,Low,61
71,415,no,no,0,258.4,132,43.93,126.8,119,10.78,182.4,87,8.21,9.7,8,2.62,4,False,567.6,65.54,1.6792899408284023,Medium,54
134,408,no,no,0,242.4,126,41.21,152.9,115,13.0,318.3,115,14.32,11.8,6,3.19,1,False,713.6,71.72,2.004494382022472,Very High,53
124,415,no,no,0,131.8,82,22.41,284.3,119,24.17,305.5,101,13.75,11.3,2,3.05,1,False,721.6,63.379999999999995,2.3894039735099337,Very High,74
84,415,no,no,0,190.2,102,32.33,197.7,141,16.8,247.5,102,11.14,9.8,6,2.65,2,False,635.4,62.919999999999995,1.8417391304347825,High,68
39,408,no,no,0,154.1,104,26.2,204.2,112,17.36,196.2,92,8.83,9.8,4,2.65,2,False,554.5,55.04,1.8003246753246753,Medium,62
110,510,no,no,0,188.0,127,31.96,90.5,118,7.69,150.3,64,6.76,15.3,3,4.13,3,False,428.8,50.54,1.3877022653721682,Low,61
102,510,no,no,0,103.1,70,17.53,275.0,129,23.38,141.1,92,6.35,11.2,5,3.02,1,False,519.2,50.28,1.784192439862543,Low,53
70,415,no,no,0,175.4,130,29.82,159.5,130,13.56,260.6,96,11.73,11.6,4,3.13,0,False,595.5,58.24,1.672752808988764,High,77
142,415,no,no,0,145.4,93,24.72,209.1,98,17.77,214.0,96,9.63,10.9,1,2.94,1,False,568.5,55.059999999999995,1.980836236933798,Medium,83
81,510,yes,no,0,250.6,85,42.6,187.9,50,15.97,120.3,131,5.41,7.8,5,2.11,1,False,558.8,66.09,2.100751879699248,Medium,61
17,415,no,no,0,161.5,123,27.46,214.2,81,18.21,315.0,106,14.18,8.6,5,2.32,1,False,690.7,62.17,2.2280645161290322,Very High,65
119,408,no,no,0,260.1,101,44.22,256.5,68,21.8,229.1,89,10.31,10.0,2,2.7,1,True,745.7,79.03,2.89031007751938,Very High,45
105,415,no,no,0,281.3,124,47.82,301.5,96,25.63,202.8,109,9.13,8.7,3,2.35,0,True,785.5999999999999,84.92999999999999,2.3878419452887534,Very High,53
108,415,yes,yes,42,130.1,90,22.12,167.0,128,14.2,244.7,80,11.01,13.6,5,3.67,3,True,541.8,51.0,1.8181208053691273,Medium,70
90,415,no,no,0,102.0,118,17.34,113.3,134,9.63,188.6,105,8.49,11.4,3,3.08,2,False,403.9,38.54,1.1313725490196078,Low,77
100,415,no,yes,33,218.7,104,37.18,155.0,144,13.18,99.0,117,4.46,12.1,4,3.27,1,False,472.7,58.09,1.2950684931506848,Low,71
155,408,no,yes,30,128.5,86,21.85,188.4,91,16.01,254.4,85,11.45,6.8,6,1.84,1,False,571.3,51.150000000000006,2.180534351145038,Medium,78
113,510,no,no,0,128.7,100,21.88,227.1,67,19.3,178.1,135,8.01,9.2,4,2.48,2,True,533.9,51.669999999999995,1.7678807947019868,Medium,64
123,415,no,no,0,172.2,92,29.27,162.6,76,13.82,250.3,101,11.26,8.7,4,2.35,1,False,585.0999999999999,56.7,2.1750929368029737,High,78
