international plan,voice mail plan,number vmail messages,total day minutes,total day charge,total intl minutes,total intl calls,total intl charge,customer service calls,total_call_minutes,total_charges
0,0,0,197.8,33.63,8.9,5,2.4,1,587.4,62.410000000000004
0,0,0,187.8,31.93,10.1,3,2.73,2,556.3,57.43
0,1,29,121.1,20.59,10.1,6,2.73,0,549.2,50.04
0,0,0,251.8,42.81,9.8,7,2.65,2,732.7,75.32000000000001
1,0,0,183.8,31.25,10.1,4,2.73,1,459.5,52.98
0,1,27,220.1,37.42,11.1,3,3.0,0,634.8,69.81
0,1,32,163.8,27.85,8.1,5,2.19,0,532.0,53.72
0,1,31,273.0,46.41,9.6,2,2.59,1,593.2,72.02999999999999
1,0,0,68.5,11.65,12.1,9,3.27,0,610.8,52.800000000000004
0,1,22,160.1,27.22,9.5,4,2.57,3,351.99999999999994,45.17
0,0,0,119.3,20.28,10.9,4,2.94,2,461.4,46.02
0,0,0,150.7,25.62,9.2,15,2.48,1,517.0,52.48
0,1,45,130.5,22.19,11.0,5,2.97,4,480.5,49.24
0,0,0,214.3,36.43,10.8,13,2.92,1,724.0,73.02
0,0,0,236.2,40.15,13.3,4,3.59,0,579.2,66.75
0,0,0,142.9,24.29,6.6,4,1.78,0,434.1,46.29
0,1,23,175.7,29.87,14.1,7,3.81,1,703.0,67.77
0,0,0,67.7,11.51,12.0,2,3.24,1,499.9,42.02
0,1,47,274.9,46.73,8.8,2,2.38,1,706.5,75.99999999999999
0,0,0,191.4,32.54,8.2,3,2.21,1,622.2,62.16
0,0,0,236.6,40.22,8.9,2,2.4,1,604.3,68.01
0,1,25,173.0,29.41,4.8,3,1.3,0,718.8,65.1
0,0,0,169.8,28.87,12.7,7,3.43,2,747.9,65.63000000000001
0,0,0,121.7,20.69,8.3,2,2.24,6,509.1,45.39000000000001
0,0,0,49.9,8.48,10.1,4,2.73,2,388.79999999999995,32.489999999999995
0,1,29,142.3,24.19,6.6,8,1.78,1,501.1,46.86
0,0,0,131.9,22.42,7.1,4,1.92,1,597.4000000000001,56.2
0,0,0,102.8,17.48,10.1,7,2.73,1,608.5,51.239999999999995
1,0,0,242.3,41.19,11.3,3,3.05,0,756.3000000000001,81.41
0,0,0,189.4,32.2,7.1,8,1.92,3,576.4,60.30000000000001
0,0,0,127.1,21.61,5.0,3,1.35,3,582.5,53.36
1,0,0,140.0,23.8,9.7,4,2.62,4,456.5,48.51
0,0,0,207.2,35.22,8.0,1,2.16,2,726.0,72.41999999999999
0,1,29,198.8,33.8,11.5,5,3.11,1,726.9,70.22
0,1,28,105.3,17.9,8.6,6,2.32,2,490.2,45.44
1,0,0,146.7,24.94,12.5,3,3.38,3,533.6,51.67
0,0,0,110.4,18.77,7.7,6,2.08,2,437.3,41.05
1,0,0,251.4,42.74,11.0,2,2.97,0,640.0,71.06
0,0,0,183.6,31.21,10.2,2,2.75,1,618.9,63.82
0,0,0,149.4,25.4,14.9,3,4.02,1,555.4,55.55
0,1,42,152.3,25.89,11.3,5,3.05,7,686.7,63.68999999999999
0,0,0,166.6,28.32,8.2,6,2.21,7,593.7,58.5
1,0,0,153.6,26.11,14.1,4,3.81,0,600.7,59.36
0,0,0,217.9,37.04,10.6,2,2.86,1,680.1,69.89999999999999
0,0,0,73.8,12.55,10.9,3,2.94,2,387.4,35.34
1,0,0,165.4,28.12,9.6,7,2.59,2,710.5999999999999,63.08
0,0,0,132.4,22.51,6.0,1,1.62,2,535.2,50.27
0,0,0,209.9,35.68,9.6,4,2.59,1,585.5,60.05
0,0,0,144.8,24.62,13.8,3,3.73,1,476.0,47.74999999999999
0,1,21,127.1,21.61,7.1,3,1.92,1,522.0999999999999,50.44
0,0,0,188.9,32.11,10.2,2,2.75,2,555.8,57.52
0,1,38,236.3,40.17,9.7,6,2.62,1,615.7,67.7
0,1,42,214.3,36.43,11.3,10,3.05,0,736.0,70.49
0,1,31,100.1,17.02,5.9,3,1.59,0,601.4,51.03
0,0,0,184.5,31.37,10.2,6,2.75,2,563.2,59.53
0,0,0,192.1,32.66,6.1,3,1.65,0,525.4,55.85999999999999
0,0,0,272.1,46.26,8.5,10,2.3,1,754.4000000000001,81.0
0,0,0,205.9,35.0,14.5,4,3.92,2,705.1,69.76
0,0,0,154.2,26.21,10.9,4,2.94,6,611.6,60.48
0,0,0,194.4,33.05,11.4,2,3.08,0,568.1,60.559999999999995
0,0,0,193.3,32.86,11.8,4,3.19,0,587.5,60.55
1,0,0,172.9,29.39,9.8,1,2.65,0,582.3,57.79
1,0,0,167.3,28.44,11.0,6,2.97,1,498.9,54.27
0,1,34,152.2,25.87,12.3,5,3.32,1,575.0,57.300000000000004
0,0,0,158.4,26.93,13.5,4,3.65,4,566.0999999999999,56.449999999999996
1,0,0,237.3,40.34,14.2,4,3.83,0,677.4,71.03999999999999
0,1,29,244.3,41.53,10.6,6,2.86,0,733.4000000000001,79.30000000000001
0,0,0,190.2,32.33,15.0,4,4.05,6,576.4000000000001,60.41
0,0,0,157.9,26.84,8.0,5,2.16,4,502.5,50.709999999999994
1,1,21,151.5,25.76,10.0,4,2.7,1,509.70000000000005,50.49
1,0,0,115.0,19.55,6.4,1,1.73,0,482.3,42.71
0,1,33,125.0,21.25,10.2,7,2.75,2,575.6,53.69
0,0,0,176.4,29.99,11.5,1,3.11,1,620.9,62.1
0,0,0,156.6,26.62,12.3,5,3.32,3,596.5,59.64
0,0,0,166.8,28.36,9.3,1,2.51,1,710.4000000000001,64.77000000000001
1,1,16,143.5,24.4,11.3,3,3.05,0,533.8,54.71999999999999
0,1,42,248.9,42.31,11.2,8,3.02,1,524.2,64.55
1,1,29,265.9,45.2,14.0,12,3.78,0,589.8,72.18
0,0,0,205.9,35.0,12.1,8,3.27,0,672.0,69.52
0,0,0,187.9,31.94,4.8,4,1.3,2,551.9,57.50999999999999
0,1,26,175.8,29.89,11.1,2,3.0,2,560.4,58.46
1,0,0,236.9,40.27,7.3,2,1.97,0,635.5,66.49
0,1,20,165.7,28.17,9.8,6,2.65,0,624.5999999999999,60.1
0,0,0,123.1,20.93,12.0,2,3.24,5,521.9,50.67
0,0,0,238.0,40.46,11.8,10,3.19,0,709.6,76.00999999999999
0,0,0,243.0,41.31,13.4,5,3.62,2,552.6,66.53
0,0,0,109.4,18.6,11.6,5,3.13,0,451.9,45.45
0,0,0,256.4,43.59,7.9,1,2.13,3,704.5999999999999,74.47
1,0,0,176.2,29.95,5.7,4,1.54,0,570.7,55.050000000000004
0,0,0,149.0,25.33,13.9,11,3.75,0,361.5,40.61
0,1,43,231.0,39.27,8.3,5,2.24,2,601.3,67.07
0,1,30,220.1,37.42,13.1,8,3.54,0,600.6999999999999,66.98
0,0,0,247.3,42.04,14.7,2,3.97,3,573.2,67.98
0,0,0,263.4,44.78,13.0,4,3.51,0,600.9,72.9
0,0,0,222.4,37.81,11.2,4,3.02,0,596.2,64.27000000000001
0,0,0,115.5,19.64,11.5,7,3.11,7,588.5,52.76
0,0,0,246.4,41.89,9.1,8,2.46,0,640.9,71.22999999999999
0,0,0,288.1,48.98,10.2,4,2.75,3,738.5,82.32
0,0,0,227.1,38.61,4.7,4,1.27,5,464.6,55.39000000000001
0,0,0,136.1,23.14,4.4,2,1.19,1,629.2,57.44
0,0,0,209.4,35.6,7.2,4,1.94,1,712.0999999999999,68.61999999999999
0,0,0,98.4,16.73,14.2,4,3.83,1,596.2,52.95
0,0,0,144.4,24.55,9.9,3,2.67,1,594.4,58.05
0,0,0,184.5,31.37,8.7,4,2.35,1,751.9000000000001,73.32
1,0,0,216.2,36.75,16.9,2,4.56,5,706.6,77.92
0,1,28,121.0,20.57,7.7,4,2.08,2,551.9,52.849999999999994
0,0,0,172.0,29.24,10.1,9,2.73,1,642.0999999999999,64.17999999999999
0,1,40,104.9,17.83,9.6,9,2.59,1,538.6,48.59
0,0,0,193.1,32.83,10.2,1,2.75,0,494.79999999999995,56.04
0,0,0,238.1,40.48,11.8,4,3.19,4,615.3,68.13
0,1,27,213.0,36.21,11.1,3,3.0,4,629.0,66.97999999999999
0,1,28,192.6,32.74,6.8,5,1.84,3,497.8,56.14
0,1,22,213.8,36.35,7.2,3,1.94,0,497.8,56.74
0,0,0,180.5,30.69,10.6,3,2.86,0,643.0,63.56
0,0,0,215.6,36.65,10.1,4,2.73,5,552.5,62.26
0,1,28,143.5,24.4,11.2,5,3.02,0,542.4,54.31
0,1,10,182.9,31.09,11.5,4,3.11,0,617.5999999999999,65.45
0,1,31,244.1,41.5,7.7,4,2.08,3,681.5,71.39999999999999
0,0,0,133.4,22.68,10.2,13,2.75,1,537.7,52.58
1,1,42,196.8,33.46,20.0,6,5.4,0,590.0,66.75
0,0,0,216.8,36.86,8.3,2,2.24,0,542.7,61.27
0,0,0,147.9,25.14,8.8,5,2.38,2,519.3000000000001,52.6
0,0,0,295.3,50.2,9.6,6,2.59,1,589.5,71.13000000000001
1,0,0,161.5,27.46,11.2,13,3.02,0,522.7,54.45
0,1,27,128.5,21.85,0.0,0,0.0,1,535.1,46.690000000000005
0,0,0,159.5,27.12,10.2,4,2.75,0,465.29999999999995,50.32
0,0,0,173.4,29.48,13.7,6,3.7,1,459.59999999999997,54.940000000000005
0,0,0,175.3,29.8,11.8,5,3.19,0,479.8,52.47
0,0,0,200.1,34.02,11.9,5,3.21,0,737.0,73.42999999999999
0,1,23,153.6,26.11,12.6,3,3.4,2,531.8,55.209999999999994
0,0,0,111.4,18.94,5.5,6,1.49,3,503.59999999999997,45.080000000000005
0,0,0,125.7,21.37,12.9,2,3.48,1,516.4,50.739999999999995
0,1,36,231.7,39.39,12.1,2,3.27,0,658.5,70.86999999999999
0,0,0,226.7,38.54,10.2,1,2.75,0,583.8,64.09
0,0,0,182.9,31.09,5.5,4,1.49,2,652.3,63.29
0,0,0,289.8,49.27,11.7,4,3.16,2,788.2,85.09
0,0,0,273.8,46.55,11.7,3,3.16,1,661.0,71.91999999999999
0,0,0,177.4,30.16,10.9,4,2.94,0,657.7,63.76
0,1,31,167.6,28.49,12.2,6,3.29,1,527.5,52.49999999999999
0,1,26,170.5,28.99,13.6,5,3.67,6,613.4,61.28
0,0,0,140.5,23.89,9.5,5,2.57,2,554.3,52.56
0,0,0,242.5,41.23,7.8,3,2.11,4,588.9,65.42
0,0,0,269.2,45.76,8.9,2,2.4,3,720.6,76.22
0,1,27,261.3,44.42,11.3,2,3.05,1,661.6,74.32000000000001
0,1,39,139.3,23.68,8.1,1,2.19,3,564.1,52.120000000000005
1,0,0,162.4,27.61,11.4,2,3.08,2,458.29999999999995,50.69
0,0,0,187.2,31.82,13.2,5,3.56,1,406.59999999999997,49.84
0,0,0,85.9,14.6,15.6,16,4.21,0,592.2,50.66
0,1,38,163.3,27.76,4.3,6,1.16,0,548.4,51.69
0,0,0,128.6,21.86,6.3,2,1.7,6,600.0999999999999,53.43
0,0,0,139.7,23.75,11.3,5,3.05,2,545.9,53.17999999999999
1,1,33,200.3,34.05,12.9,3,3.48,2,625.7,65.74000000000001
0,0,0,109.8,18.67,11.1,3,3.0,1,506.09999999999997,47.09
0,0,0,254.7,43.3,10.6,8,2.86,0,498.29999999999995,60.73
0,0,0,192.8,32.78,13.0,3,3.51,3,630.4000000000001,65.35000000000001
0,1,46,224.9,38.23,12.1,2,3.27,0,667.7,68.96
0,1,38,177.1,30.11,7.4,2,2.0,0,583.5,56.94
0,0,0,217.0,36.89,8.2,4,2.21,1,692.0,68.75999999999999
0,0,0,229.6,39.03,10.8,2,2.92,0,601.5,66.91000000000001
0,0,0,150.5,25.59,10.3,2,2.78,1,655.2,58.8
0,1,33,270.7,46.02,10.9,3,2.94,3,673.0999999999999,75.1
0,1,29,37.7,6.41,4.9,3,1.32,1,408.4,30.18
0,0,0,194.8,33.12,12.8,3,3.46,0,598.8000000000001,63.15
0,1,23,114.3,19.43,12.6,7,3.4,3,545.0,49.83
1,1,25,288.5,49.05,13.0,5,3.51,1,720.3,80.13000000000001
0,1,40,141.7,24.09,8.5,7,2.3,0,651.3,60.059999999999995
1,0,0,219.4,37.3,12.0,4,3.24,4,700.4000000000001,71.21
0,0,0,146.4,24.89,8.5,2,2.3,1,601.6,56.669999999999995
0,1,25,215.1,36.57,10.6,10,2.86,1,574.6,63.5
0,1,20,189.3,32.18,12.5,4,3.38,2,558.0999999999999,56.9
0,0,0,82.7,14.06,10.9,9,2.94,0,436.3,40.69
0,0,0,298.1,50.68,9.7,4,2.62,2,714.1,80.07
0,1,36,106.7,18.14,12.1,2,3.27,1,506.9,47.81
0,1,37,229.6,39.03,9.5,8,2.57,2,573.8,62.39
1,0,0,287.4,48.86,10.0,3,2.7,1,700.2,80.52000000000001
0,0,0,227.4,38.66,12.5,3,3.38,0,601.5999999999999,66.17999999999999
0,1,35,207.5,35.28,7.5,16,2.03,4,573.0,61.800000000000004
0,0,0,173.9,29.56,9.1,7,2.46,1,666.0999999999999,65.66999999999999
0,0,0,140.1,23.82,8.0,2,2.16,1,613.8,55.68000000000001
0,0,0,205.7,34.97,6.7,18,1.81,1,646.3,65.18
0,0,0,239.9,40.78,5.9,3,1.59,2,634.2,67.19
0,1,28,233.2,39.64,16.1,4,4.35,0,464.5,58.93000000000001
0,0,0,208.9,35.51,13.0,5,3.51,1,671.6,68.44
0,0,0,213.2,36.24,7.5,4,2.03,1,578.3,59.53
0,0,0,146.7,24.94,8.9,1,2.4,3,742.0,65.09
1,1,26,292.9,49.79,13.8,7,3.73,4,747.9,81.97999999999999
0,0,0,134.9,22.93,15.0,2,4.05,1,470.2,50.92999999999999
0,1,25,96.2,16.35,12.9,10,3.48,2,457.20000000000005,43.23
0,0,0,218.9,37.21,11.3,4,3.05,2,677.4,72.89
0,0,0,202.9,34.49,9.0,3,2.43,3,470.20000000000005,55.1
0,0,0,92.6,15.74,14.4,4,3.89,3,430.0,41.92
0,1,37,75.8,12.89,8.2,13,2.21,0,412.0,37.18
0,0,0,119.4,20.3,12.4,7,3.35,2,607.1,56.53
1,0,0,208.8,35.5,12.4,6,3.35,3,597.6,64.89
0,0,0,228.6,38.86,10.1,2,2.73,9,588.5999999999999,63.099999999999994
0,0,0,142.3,24.19,6.0,11,1.62,2,477.8,47.230000000000004
0,0,0,194.4,33.05,10.8,5,2.92,3,604.4000000000001,61.89
1,0,0,191.9,32.62,14.3,6,3.86,1,651.7,67.42
0,0,0,125.4,21.32,11.0,7,2.97,1,633.1,57.9
0,0,0,157.4,26.76,8.8,3,2.38,3,514.0,51.900000000000006
0,1,25,141.0,23.97,4.9,2,1.32,3,528.2,51.19
1,1,33,271.5,46.16,8.2,2,2.21,1,690.3,77.34999999999998
1,0,0,111.1,18.89,10.5,6,2.84,1,640.2,58.08
0,1,12,141.9,24.12,8.7,5,2.35,0,565.9,54.71
0,0,0,211.0,35.87,9.8,7,2.65,3,642.8,66.64
0,0,0,186.8,31.76,8.8,4,2.38,3,589.4,60.57
0,0,0,170.2,28.93,4.3,3,1.16,0,477.2,51.41
0,0,0,63.7,10.83,10.0,6,2.7,1,469.6,39.620000000000005
0,1,25,113.2,19.24,7.1,7,1.92,2,612.1999999999999,54.410000000000004
0,0,0,261.4,44.44,8.0,6,2.16,1,748.9,77.16
0,0,0,162.1,27.56,12.2,5,3.29,1,634.5999999999999,60.6
0,1,35,193.8,32.95,5.9,4,1.59,0,610.2,61.190000000000005
0,1,24,249.5,42.42,9.8,4,2.65,1,731.9,77.16000000000001
0,1,22,215.1,36.57,12.4,2,3.35,2,500.2,58.31
0,0,0,146.8,24.96,9.9,3,2.67,1,553.0,52.769999999999996
0,0,0,155.1,26.37,10.6,4,2.86,0,603.5999999999999,59.0
1,0,0,268.4,45.63,9.7,8,2.62,2,716.9,74.46000000000001
0,0,0,196.8,33.46,12.7,7,3.43,2,497.4,57.14
0,0,0,7.8,1.33,12.9,2,3.48,2,365.70000000000005,27.77
0,0,0,166.0,28.22,10.9,4,2.94,1,536.4000000000001,57.269999999999996
0,0,0,143.2,24.34,8.8,7,2.38,4,464.5,44.7
0,0,0,133.3,22.66,11.6,2,3.13,0,617.4,57.8
0,0,0,191.1,32.49,12.9,1,3.48,0,527.8,56.29
0,0,0,193.9,32.96,13.2,8,3.56,3,489.0,53.2
1,0,0,156.4,26.59,7.3,5,1.97,1,494.1,48.97
0,0,0,238.9,40.61,11.8,3,3.19,2,607.2,67.86
0,0,0,144.0,24.48,12.3,2,3.32,0,453.70000000000005,49.0
0,1,32,134.2,22.81,8.2,5,2.21,1,513.7,50.57
0,0,0,146.3,24.87,8.0,12,2.16,1,447.20000000000005,50.81
0,0,0,187.2,31.82,5.1,4,1.38,1,564.5999999999999,58.010000000000005
0,0,0,337.4,57.36,15.8,7,4.27,0,718.6999999999999,87.89
0,0,0,247.5,42.08,10.2,2,2.75,2,717.2,74.97999999999999
0,1,31,107.7,18.31,8.9,3,2.4,0,492.8,45.599999999999994
0,0,0,180.8,30.74,14.1,6,3.81,2,661.5,67.74
0,1,19,165.8,28.19,0.0,0,0.0,1,602.4000000000001,55.32
0,1,14,199.1,33.85,4.2,1,1.13,1,486.59999999999997,56.790000000000006
0,0,0,137.8,23.43,8.7,6,2.35,1,471.9,48.32
0,0,0,195.1,33.17,11.4,5,3.08,0,660.4000000000001,67.65
0,0,0,129.3,21.98,12.3,4,3.32,3,530.3,49.05
1,0,0,197.6,33.59,12.5,8,3.38,2,729.4000000000001,70.76
0,0,0,195.4,33.22,15.1,11,4.08,1,545.9,61.56
0,1,40,236.5,40.21,8.1,3,2.19,2,574.6,62.3
0,0,0,223.0,37.91,8.8,5,2.38,1,638.3,68.05999999999999
0,0,0,145.0,24.65,14.6,2,3.94,1,682.6,61.14
0,0,0,93.3,15.86,6.5,4,1.76,0,499.09999999999997,43.87
0,1,28,190.6,32.4,6.0,3,1.62,3,591.0,60.839999999999996
0,0,0,172.8,29.38,12.8,5,3.46,2,455.80000000000007,53.31
0,0,0,214.1,36.4,8.2,3,2.21,2,556.0,60.57
1,0,0,140.8,23.94,10.9,7,2.94,1,522.3,53.190000000000005
0,0,0,256.0,43.52,11.5,4,3.11,3,562.5,67.92
0,0,0,201.4,34.24,7.0,3,1.89,0,501.5,53.540000000000006
0,0,0,213.0,36.21,13.5,3,3.65,0,538.0,62.040000000000006
0,0,0,157.1,26.71,10.0,8,2.7,0,607.4,60.43000000000001
0,1,32,96.5,16.41,9.4,2,2.54,1,416.70000000000005,39.19
0,0,0,227.9,38.74,5.5,7,1.49,1,722.0,74.57000000000001
0,0,0,242.1,41.16,14.7,2,3.97,3,651.7,71.21
0,1,28,174.4,29.65,11.0,4,2.97,1,545.9,56.129999999999995
0,0,0,162.3,27.59,11.1,8,3.0,4,589.5,58.31
0,0,0,232.1,39.46,9.9,3,2.67,1,597.5999999999999,65.31
1,0,0,249.9,42.48,15.3,6,4.13,1,644.0999999999999,74.05
0,0,0,179.3,30.48,12.1,5,3.27,1,621.3,61.190000000000005
0,0,0,223.2,37.94,10.1,2,2.73,3,592.0,65.84
0,0,0,204.4,34.75,10.0,4,2.7,0,567.9,59.31
0,0,0,220.7,37.52,12.4,9,3.35,1,604.6,65.25
0,0,0,234.0,39.78,9.1,5,2.46,2,656.6,71.24
0,0,0,217.2,36.92,15.8,7,4.27,3,690.0,72.33
0,0,0,287.1,48.81,13.9,1,3.75,2,663.2,75.86
0,1,23,160.3,27.25,7.4,3,2.0,0,553.8000000000001,55.050000000000004
0,1,22,224.1,38.1,11.5,7,3.11,2,637.0999999999999,69.35000000000001
0,0,0,119.0,20.23,11.5,3,3.11,1,495.8,47.8
0,1,26,254.9,43.33,5.4,3,1.46,2,688.9000000000001,74.05
0,0,0,328.1,55.78,8.7,3,2.35,1,783.3,84.67999999999999
0,0,0,109.1,18.55,8.3,6,2.24,0,520.6,43.93000000000001
0,0,0,252.1,42.86,13.8,3,3.73,1,633.8,72.81
0,1,16,88.5,15.05,11.5,3,3.11,2,496.0,43.65
0,0,0,176.9,30.07,9.5,2,2.57,1,505.6,51.06
0,0,0,144.2,24.51,9.5,4,2.57,0,525.7,52.739999999999995
0,0,0,132.0,22.44,8.7,10,2.35,1,676.5999999999999,58.540000000000006
0,1,39,260.8,44.34,10.1,5,2.73,1,669.8000000000001,74.01
0,0,0,149.9,25.48,13.3,13,3.59,2,618.7,60.41
0,0,0,101.2,17.2,7.5,3,2.03,2,441.3,40.2
0,1,50,208.8,35.5,11.1,4,3.0,2,478.40000000000003,55.949999999999996
0,1,48,189.8,32.27,6.5,2,1.76,2,527.4000000000001,54.160000000000004
0,0,0,171.4,29.14,17.0,4,4.59,3,511.1,53.620000000000005
0,0,0,109.7,18.65,15.4,8,4.16,3,573.8,52.64
0,0,0,140.1,23.82,11.2,5,3.02,2,559.6,54.970000000000006
0,0,0,240.2,40.83,5.2,1,1.4,2,687.5,71.57000000000001
0,1,26,74.3,12.63,14.5,3,3.92,2,547.9000000000001,44.95
1,1,19,112.6,19.14,11.1,2,3.0,0,497.79999999999995,49.94
0,0,0,126.3,21.47,9.6,2,2.59,0,523.8,47.620000000000005
0,0,0,158.0,26.86,10.0,5,2.7,1,509.9,53.28
0,0,0,41.9,7.12,11.4,5,3.08,1,490.8,38.85
0,0,0,55.3,9.4,10.2,5,2.75,1,420.7,35.18
0,1,33,155.2,26.38,9.7,4,2.62,3,609.9,60.199999999999996
0,0,0,117.1,19.91,11.1,4,3.0,3,528.9,51.42999999999999
0,0,0,169.8,28.87,11.6,4,3.13,1,561.2,57.52
0,1,22,141.4,24.04,5.6,3,1.51,2,524.4,49.309999999999995
0,0,0,143.3,24.36,6.0,7,1.62,1,562.1,52.65
0,0,0,176.8,30.06,7.5,15,2.03,1,606.1,60.4
0,0,0,241.7,41.09,13.1,3,3.54,0,655.1,68.66000000000001
0,0,0,256.3,43.57,6.2,7,1.67,2,623.8,68.99
0,0,0,286.7,48.74,6.9,5,1.86,2,614.0,70.7
0,0,0,193.0,32.81,9.6,2,2.59,2,576.3,62.650000000000006
0,0,0,209.8,35.67,9.9,9,2.67,4,535.7,59.86000000000001
0,1,33,253.1,43.03,11.9,4,3.21,3,558.2,68.36999999999999
0,0,0,204.6,34.78,10.7,5,2.89,0,574.4,62.519999999999996
1,0,0,233.5,39.7,9.6,2,2.59,0,543.5,63.74000000000001
0,0,0,288.0,48.96,13.4,4,3.62,0,777.1999999999999,84.82000000000001
0,0,0,249.8,42.47,11.6,4,3.13,0,724.0,76.63
0,0,0,172.2,29.27,8.7,4,2.35,1,585.0999999999999,56.7
0,1,20,147.8,25.13,10.2,6,2.75,0,574.5,58.16
0,0,0,181.5,30.86,10.5,7,2.84,1,588.8,59.510000000000005
0,0,0,117.6,19.99,8.8,5,2.38,1,571.1,51.34
0,1,18,172.7,29.36,9.8,3,2.65,1,565.6,55.03
0,0,0,87.7,14.91,10.5,10,2.84,1,536.5,49.08
0,0,0,89.7,15.25,13.5,11,3.65,5,519.9,48.66
0,0,0,255.3,43.4,3.7,5,1.0,3,726.5,73.39
0,0,0,162.6,27.64,11.5,4,3.11,0,526.3,53.28
0,0,0,101.1,17.19,10.3,5,2.78,2,495.0,46.269999999999996
0,0,0,89.7,15.25,9.5,4,2.57,2,415.2,39.660000000000004
0,0,0,252.0,42.84,5.7,5,1.54,0,631.4,68.26
0,0,0,190.2,32.33,9.8,6,2.65,2,635.4,62.919999999999995
0,0,0,123.8,21.05,3.7,2,1.0,0,433.2,45.419999999999995
0,1,39,117.6,19.99,11.3,10,3.05,2,513.1999999999999,47.209999999999994
0,0,0,258.8,44.0,10.9,7,2.94,2,581.9,66.66
0,0,0,83.2,14.14,10.7,7,2.89,1,424.3,40.0
1,0,0,192.9,32.79,10.9,4,2.94,1,583.5999999999999,60.730000000000004
0,0,0,310.4,52.77,9.2,10,2.48,4,623.4,71.99000000000001
0,0,0,183.6,31.21,8.7,3,2.35,1,444.79999999999995,47.66
0,0,0,135.2,22.98,8.4,5,2.27,2,512.5,48.33
0,0,0,158.8,27.0,10.3,3,2.78,1,568.7,56.69
0,0,0,242.5,41.23,10.0,3,2.7,3,707.5,74.67
0,0,0,231.0,39.27,9.5,3,2.57,1,722.8,73.17999999999999
0,1,24,218.2,37.09,7.5,7,2.03,3,779.3000000000001,78.31
0,1,20,207.7,35.31,7.3,1,1.97,1,623.9,63.99
0,0,0,259.9,44.18,15.3,1,4.13,1,513.3,66.75999999999999
0,1,15,221.8,37.71,12.4,9,3.35,1,654.2,68.94
0,0,0,161.0,27.37,8.4,4,2.27,3,577.1,56.68
0,1,37,219.9,37.38,10.0,4,2.7,1,560.5,64.29
0,0,0,112.8,19.18,10.1,5,2.73,0,454.9,45.279999999999994
0,1,25,152.8,25.98,9.1,2,2.46,1,543.0,55.71000000000001
0,0,0,186.0,31.62,11.5,6,3.11,4,547.2,61.480000000000004
0,0,0,159.5,27.12,12.0,4,3.24,0,690.2,66.39
0,0,0,124.0,21.08,11.7,2,3.16,2,654.3,58.59
0,1,26,179.7,30.55,9.3,8,2.51,1,610.0999999999999,61.15
0,1,39,239.9,40.78,6.7,3,1.81,5,622.4000000000001,69.95
0,0,0,151.5,25.76,11.8,4,3.19,0,518.5,50.730000000000004
0,0,0,205.4,34.92,10.3,2,2.78,3,650.8,63.14
0,0,0,181.5,30.86,10.3,2,2.78,1,565.5999999999999,58.8
0,0,0,152.2,25.87,5.3,3,1.43,1,425.79999999999995,46.699999999999996
0,0,0,203.4,34.58,8.9,4,2.4,0,590.3,62.03
0,0,0,117.3,19.94,14.4,2,3.89,2,529.4,50.72
0,1,33,137.8,23.43,11.0,6,2.97,2,641.4000000000001,58.480000000000004
0,0,0,199.3,33.88,15.2,2,4.1,0,563.6,63.339999999999996
0,0,0,142.2,24.17,10.1,5,2.73,1,543.8,55.459999999999994
0,1,46,217.5,36.98,9.0,3,2.43,4,615.1,66.65
0,1,41,215.5,36.64,9.6,3,2.59,1,604.3,66.39
0,0,0,233.9,39.76,9.5,3,2.57,0,635.7,69.16999999999999
0,0,0,240.7,40.92,10.1,3,2.73,0,697.1999999999999,74.97
0,0,0,174.9,29.73,8.5,5,2.3,1,646.9,63.75
0,1,29,185.6,31.55,11.1,5,3.0,2,557.4,60.06
0,0,0,230.3,39.15,13.2,4,3.56,1,555.3000000000001,60.449999999999996
0,0,0,149.3,25.38,9.1,4,2.46,0,629.5,60.4
0,0,0,185.9,31.6,11.3,4,3.05,3,680.2,65.37
0,1,41,155.9,26.5,13.1,5,3.54,3,445.80000000000007,49.58
0,0,0,221.0,37.57,6.8,3,1.84,4,543.5,62.10000000000001
0,1,38,243.4,41.38,14.1,8,3.81,2,800.1,81.19000000000001
0,0,0,314.1,53.4,12.3,5,3.32,3,795.5,87.27999999999999
0,0,0,195.0,33.15,14.8,9,4.0,0,697.8,67.71
0,1,34,156.6,26.62,11.3,1,3.05,1,641.6999999999999,60.47
0,0,0,201.5,34.26,12.9,4,3.48,1,551.3,58.64999999999999
0,0,0,231.3,39.32,12.4,2,3.35,3,659.1,70.33
0,0,0,207.2,35.22,11.9,4,3.21,1,614.3,65.32
0,0,0,124.4,21.15,10.4,4,2.81,2,602.5,58.31
1,1,17,225.2,38.28,11.7,4,3.16,0,544.4000000000001,62.74000000000001
1,0,0,148.2,25.19,9.2,1,2.48,4,502.8,52.44
0,0,0,51.5,8.76,9.5,4,2.57,3,384.9,32.89
0,1,20,198.9,33.81,14.3,9,3.86,1,663.5999999999999,69.54
0,1,24,214.3,36.43,10.6,4,2.86,1,816.6,77.98
0,0,0,92.8,15.78,8.8,5,2.38,1,401.09999999999997,38.42
0,1,33,231.8,39.41,7.6,4,2.05,1,671.6,70.57
0,0,0,176.4,29.99,11.2,2,3.02,0,527.8,56.87
0,0,0,229.6,39.03,3.3,3,0.89,1,618.5,62.95
0,0,0,130.8,22.24,10.0,5,2.7,1,582.3,54.2
